datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.2,0.666,-59.527,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.2,0.674,-59.534,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.1,0.22,-60.568,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,0,0,0.3,0.645,-59.813,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.1,0.231,-60.562,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.2,0.676,-59.519,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.4,0.698,-60.16,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.4,0.616,-60.175,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.9,0.647,-59.797,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.2,-0.222,-60.983,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,0,0,0.5,0.841,-60.261,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,0,0.1,0.4,0.767,-59.854,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazonia,0,0,1,2.555,-60.174,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CARACARAI,Amazonia,0,0,0.5,1.166,-60.173,
2017/03/18 17:14:00,AQUA_M-T,Brasil,RORAIMA,CANTA,Amazonia,0,0,0.3,2.539,-60.545,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,0,0,0.4,0.685,-59.867,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO LUIZ,Amazonia,0,0,0.4,0.618,-60.158,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.6,0.86,-59.76,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.3,0.737,-59.422,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.4,1.096,-59.558,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0.1,0.3,0.698,-59.772,
2017/02/14 17:13:00,AQUA_M-T,Brasil,RORAIMA,CAROEBE,Amazonia,0,0,0.2,0.572,-59.685,
2017/02/14 17:14:00,AQUA_M-T,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,0,0.2,0.5,0.813,-59.833,
